fold,subject,split
11,155,fit
11,145,fit
11,30,fit
11,35,fit
11,69,fit
11,61,fit
11,80,fit
11,105,fit
11,44,fit
11,130,fit
11,4,fit
11,91,fit
11,76,fit
11,163,fit
11,172,fit
11,151,fit
11,109,fit
11,21,fit
11,37,fit
11,43,fit
11,79,fit
11,88,fit
11,159,fit
11,167,fit
11,33,fit
11,5,fit
11,169,fit
11,47,inner_val
11,168,inner_val
11,64,inner_val
11,165,inner_val
11,129,inner_val
11,32,inner_val
11,137,inner_val
11,7,inner_val
11,174,inner_val
11,67,inner_val
11,24,inner_val
11,166,inner_val
11,171,inner_val
11,153,inner_val
11,72,inner_val
11,106,inner_val
11,173,inner_val
11,81,inner_val
11,20,inner_val
11,56,inner_val
11,126,inner_val
11,28,inner_val
11,135,inner_val
11,112,inner_val
11,13,outer_val
11,15,outer_val
11,17,outer_val
11,41,outer_val
11,51,outer_val
11,54,outer_val
11,55,outer_val
11,66,outer_val
11,70,outer_val
11,83,outer_val
11,104,outer_val
11,113,outer_val
11,120,outer_val
11,125,outer_val
11,127,outer_val
11,147,outer_val
11,156,outer_val
11,158,outer_val
12,83,fit
12,170,fit
12,17,fit
12,121,fit
12,158,fit
12,174,fit
12,51,fit
12,9,fit
12,71,fit
12,169,fit
12,75,fit
12,76,fit
12,143,fit
12,70,fit
12,165,fit
12,104,fit
12,137,fit
12,29,fit
12,41,fit
12,54,fit
12,94,fit
12,69,fit
12,22,fit
12,127,fit
12,114,fit
12,146,fit
12,93,fit
12,2,fit
12,40,fit
12,37,fit
12,66,fit
12,131,fit
12,15,fit
12,63,fit
12,120,fit
12,113,fit
12,50,fit
12,164,fit
12,21,fit
12,100,fit
12,65,fit
12,52,fit
12,129,fit
12,16,fit
12,109,fit
12,78,fit
12,82,fit
12,163,fit
12,161,fit
12,155,fit
12,139,fit
12,81,fit
12,115,fit
12,28,fit
12,74,fit
12,147,fit
12,4,fit
12,118,fit
12,33,fit
12,11,fit
12,90,fit
12,73,fit
12,77,fit
12,1,fit
12,159,fit
12,48,fit
12,162,fit
12,173,fit
12,79,fit
12,150,fit
12,27,fit
12,152,fit
12,110,fit
12,176,fit
12,64,fit
12,142,fit
12,119,fit
12,26,fit
12,144,fit
12,84,fit
12,45,fit
12,67,fit
12,168,fit
12,171,fit
12,108,fit
12,55,fit
12,167,fit
12,112,fit
12,85,fit
12,160,fit
12,13,fit
12,61,fit
12,46,fit
12,91,fit
12,101,fit
12,149,fit
12,128,fit
12,122,fit
12,86,fit
12,8,fit
12,138,fit
12,68,fit
12,5,fit
12,56,fit
12,175,fit
12,38,fit
12,103,fit
12,154,fit
12,148,fit
12,0,fit
12,44,fit
12,3,fit
12,62,fit
12,151,fit
12,89,fit
12,117,fit
12,105,fit
12,18,fit
12,96,fit
12,141,fit
12,97,fit
12,58,fit
12,99,fit
12,123,fit
12,106,fit
12,140,fit
12,102,fit
12,111,fit
12,23,fit
12,47,fit
12,172,fit
12,43,fit
12,98,fit
12,35,fit
12,39,fit
12,156,inner_val
12,133,inner_val
12,24,inner_val
12,153,inner_val
12,49,inner_val
12,42,inner_val
12,53,inner_val
12,19,inner_val
12,88,inner_val
12,145,inner_val
12,36,inner_val
12,59,inner_val
12,72,inner_val
12,134,inner_val
12,130,inner_val
12,25,inner_val
12,32,inner_val
12,95,inner_val
12,57,inner_val
12,92,inner_val
12,136,inner_val
12,87,inner_val
12,125,inner_val
12,20,inner_val
12,6,outer_val
12,7,outer_val
12,10,outer_val
12,12,outer_val
12,14,outer_val
12,30,outer_val
12,31,outer_val
12,34,outer_val
12,60,outer_val
12,80,outer_val
12,107,outer_val
12,116,outer_val
12,124,outer_val
12,126,outer_val
12,132,outer_val
12,135,outer_val
12,157,outer_val
12,166,outer_val
13,111,fit
13,30,fit
13,117,fit
13,10,fit
13,123,fit
13,121,fit
13,86,fit
13,142,fit
13,79,fit
13,176,fit
13,41,fit
13,57,fit
13,15,fit
13,172,fit
13,163,fit
13,164,fit
13,81,fit
13,139,fit
13,42,fit
13,71,fit
13,149,fit
13,90,fit
13,4,fit
13,106,fit
13,169,fit
13,58,fit
13,107,fit
13,54,fit
13,99,fit
13,39,fit
13,88,fit
13,83,fit
13,14,fit
13,64,fit
13,136,fit
13,94,fit
13,156,fit
13,27,fit
13,170,fit
13,160,fit
13,101,fit
13,59,fit
13,68,fit
13,84,fit
13,24,fit
13,34,fit
13,155,fit
13,48,fit
13,36,fit
13,49,fit
13,77,fit
13,143,fit
13,116,fit
13,55,fit
13,53,fit
13,89,fit
13,80,fit
13,13,fit
13,120,fit
13,109,fit
13,161,fit
13,61,fit
13,78,fit
13,119,fit
13,40,fit
13,130,fit
13,154,fit
13,114,fit
13,17,fit
13,144,fit
13,87,fit
13,65,fit
13,26,fit
13,103,fit
13,32,fit
13,19,fit
13,134,fit
13,29,fit
13,153,fit
13,162,fit
13,95,fit
13,140,fit
13,16,fit
13,50,fit
13,124,fit
13,51,fit
13,122,fit
13,82,fit
13,62,fit
13,100,fit
13,70,fit
13,148,fit
13,73,fit
13,8,fit
13,115,fit
13,92,fit
13,141,fit
13,168,fit
13,104,fit
13,157,fit
13,22,fit
13,23,fit
13,52,fit
13,132,fit
13,127,fit
13,56,fit
13,46,fit
13,74,fit
13,125,fit
13,21,fit
13,110,fit
13,145,fit
13,75,fit
13,7,fit
13,93,fit
13,76,fit
13,1,fit
13,37,fit
13,0,fit
13,6,fit
13,167,fit
13,151,fit
13,126,fit
13,102,fit
13,173,fit
13,5,fit
13,138,fit
13,38,fit
13,2,fit
13,152,fit
13,129,fit
13,158,fit
13,72,fit
13,66,fit
13,60,fit
13,3,inner_val
13,20,inner_val
13,133,inner_val
13,105,inner_val
13,44,inner_val
13,18,inner_val
13,147,inner_val
13,118,inner_val
13,174,inner_val
13,12,inner_val
13,47,inner_val
13,166,inner_val
13,137,inner_val
13,28,inner_val
13,96,inner_val
13,113,inner_val
13,98,inner_val
13,135,inner_val
13,33,inner_val
13,31,inner_val
13,11,inner_val
13,171,inner_val
13,43,inner_val
13,150,inner_val
13,9,outer_val
13,25,outer_val
13,35,outer_val
13,45,outer_val
13,63,outer_val
13,67,outer_val
13,69,outer_val
13,85,outer_val
13,91,outer_val
13,97,outer_val
13,108,outer_val
13,112,outer_val
13,128,outer_val
13,131,outer_val
13,146,outer_val
13,159,outer_val
13,165,outer_val
13,175,outer_val
14,126,fit
14,6,fit
14,137,fit
14,77,fit
14,69,fit
14,94,fit
14,64,fit
14,146,fit
14,148,fit
14,158,fit
14,63,fit
14,97,fit
14,115,fit
14,153,fit
14,103,fit
14,81,fit
14,112,fit
14,60,fit
14,8,fit
14,100,fit
14,44,fit
14,49,fit
14,53,fit
14,98,fit
14,91,fit
14,39,fit
14,156,fit
14,75,fit
14,122,fit
14,58,fit
14,52,fit
14,43,fit
14,152,fit
14,86,fit
14,23,fit
14,31,fit
14,154,fit
14,61,fit
14,18,fit
14,55,fit
14,139,fit
14,123,fit
14,27,fit
14,21,fit
14,134,fit
14,36,fit
14,133,fit
14,32,fit
14,11,fit
14,45,fit
14,131,fit
14,175,fit
14,15,fit
14,12,fit
14,110,fit
14,26,fit
14,29,fit
14,41,fit
14,163,fit
14,119,fit
14,22,fit
14,89,fit
14,159,fit
14,71,fit
14,7,fit
14,108,fit
14,124,fit
14,107,fit
14,83,fit
14,162,fit
14,28,fit
14,85,fit
14,132,fit
14,109,fit
14,121,fit
14,127,fit
14,88,fit
14,135,fit
14,25,fit
14,147,fit
14,3,fit
14,9,fit
14,84,fit
14,17,fit
14,35,fit
14,67,fit
14,19,fit
14,164,fit
14,2,fit
14,169,fit
14,176,fit
14,10,fit
14,151,fit
14,4,fit
14,47,fit
14,160,fit
14,120,fit
14,57,fit
14,130,fit
14,141,fit
14,144,fit
14,140,fit
14,40,fit
14,90,fit
14,166,fit
14,149,fit
14,173,fit
14,78,fit
14,145,fit
14,171,fit
14,48,fit
14,138,fit
14,125,fit
14,102,fit
14,13,fit
14,59,fit
14,87,fit
14,167,fit
14,111,fit
14,24,fit
14,1,fit
14,155,fit
14,105,fit
14,46,fit
14,129,fit
14,174,fit
14,143,fit
14,76,fit
14,142,fit
14,170,fit
14,20,fit
14,30,fit
14,136,fit
14,51,fit
14,82,fit
14,16,inner_val
14,101,inner_val
14,62,inner_val
14,80,inner_val
14,70,inner_val
14,14,inner_val
14,65,inner_val
14,34,inner_val
14,165,inner_val
14,50,inner_val
14,117,inner_val
14,113,inner_val
14,128,inner_val
14,66,inner_val
14,74,inner_val
14,157,inner_val
14,93,inner_val
14,116,inner_val
14,92,inner_val
14,54,inner_val
14,5,inner_val
14,104,inner_val
14,38,inner_val
14,118,inner_val
14,0,outer_val
14,33,outer_val
14,37,outer_val
14,42,outer_val
14,56,outer_val
14,68,outer_val
14,72,outer_val
14,73,outer_val
14,79,outer_val
14,95,outer_val
14,96,outer_val
14,99,outer_val
14,106,outer_val
14,114,outer_val
14,150,outer_val
14,161,outer_val
14,168,outer_val
14,172,outer_val
15,15,fit
15,40,fit
15,81,fit
15,9,fit
15,147,fit
15,136,fit
15,168,fit
15,45,fit
15,70,fit
15,94,fit
15,60,fit
15,56,fit
15,11,fit
15,142,fit
15,101,fit
15,0,fit
15,159,fit
15,162,fit
15,108,fit
15,6,fit
15,131,fit
15,66,fit
15,2,fit
15,13,fit
15,126,fit
15,104,fit
15,112,fit
15,174,fit
15,37,fit
15,91,fit
15,165,fit
15,102,fit
15,100,fit
15,49,fit
15,120,fit
15,107,fit
15,68,fit
15,92,fit
15,96,fit
15,21,fit
15,98,fit
15,170,fit
15,134,fit
15,12,fit
15,16,fit
15,163,fit
15,156,fit
15,115,fit
15,83,fit
15,87,fit
15,4,fit
15,46,fit
15,152,fit
15,84,fit
15,109,fit
15,64,fit
15,110,fit
15,103,fit
15,153,fit
15,38,fit
15,157,fit
15,155,fit
15,161,fit
15,148,fit
15,10,fit
15,146,fit
15,111,fit
15,74,fit
15,35,fit
15,171,fit
15,54,fit
15,73,fit
15,166,fit
15,51,fit
15,5,fit
15,173,fit
15,7,fit
15,149,fit
15,116,fit
15,82,fit
15,69,fit
15,127,fit
15,62,fit
15,139,fit
15,130,fit
15,17,fit
15,75,fit
15,97,fit
15,129,fit
15,138,fit
15,128,fit
15,114,fit
15,43,fit
15,42,fit
15,118,fit
15,22,fit
15,77,fit
15,167,fit
15,137,fit
15,85,fit
15,135,fit
15,39,fit
15,18,fit
15,1,fit
15,106,fit
15,26,fit
15,36,fit
15,105,fit
15,93,fit
15,44,fit
15,125,fit
15,144,fit
15,53,fit
15,25,fit
15,78,fit
15,121,fit
15,41,fit
15,72,fit
15,31,fit
15,132,fit
15,172,fit
15,175,fit
15,158,fit
15,79,fit
15,151,fit
15,143,fit
15,145,fit
15,154,fit
15,55,fit
15,29,fit
15,57,fit
15,150,fit
15,169,fit
15,95,fit
15,80,fit
15,133,inner_val
15,140,inner_val
15,63,inner_val
15,52,inner_val
15,99,inner_val
15,20,inner_val
15,33,inner_val
15,124,inner_val
15,14,inner_val
15,47,inner_val
15,76,inner_val
15,34,inner_val
15,113,inner_val
15,119,inner_val
15,67,inner_val
15,86,inner_val
15,30,inner_val
15,27,inner_val
15,32,inner_val
15,8,inner_val
15,50,inner_val
15,117,inner_val
15,122,inner_val
15,65,inner_val
15,3,outer_val
15,19,outer_val
15,23,outer_val
15,24,outer_val
15,28,outer_val
15,48,outer_val
15,58,outer_val
15,59,outer_val
15,61,outer_val
15,71,outer_val
15,88,outer_val
15,89,outer_val
15,90,outer_val
15,123,outer_val
15,141,outer_val
15,160,outer_val
15,164,outer_val
15,176,outer_val
16,33,fit
16,76,fit
16,116,fit
16,56,fit
16,114,fit
16,77,fit
16,58,fit
16,176,fit
16,13,fit
16,6,fit
16,8,fit
16,115,fit
16,126,fit
16,85,fit
16,2,fit
16,138,fit
16,97,fit
16,128,fit
16,118,fit
16,84,fit
16,79,fit
16,157,fit
16,122,fit
16,62,fit
16,24,fit
16,36,fit
16,166,fit
16,27,fit
16,147,fit
16,123,fit
16,53,fit
16,169,fit
16,131,fit
16,12,fit
16,87,fit
16,80,fit
16,35,fit
16,102,fit
16,165,fit
16,75,fit
16,5,fit
16,14,fit
16,18,fit
16,10,fit
16,31,fit
16,49,fit
16,99,fit
16,132,fit
16,156,fit
16,111,fit
16,124,fit
16,34,fit
16,120,fit
16,112,fit
16,155,fit
16,32,fit
16,78,fit
16,96,fit
16,158,fit
16,50,fit
16,61,fit
16,45,fit
16,40,fit
16,55,fit
16,67,fit
16,39,fit
16,65,fit
16,60,fit
16,146,fit
16,48,fit
16,83,fit
16,175,fit
16,105,fit
16,162,fit
16,136,fit
16,150,fit
16,94,fit
16,135,fit
16,98,fit
16,38,fit
16,173,fit
16,46,fit
16,159,fit
16,140,fit
16,129,fit
16,170,fit
16,51,fit
16,119,fit
16,43,fit
16,92,fit
16,19,fit
16,42,fit
16,172,fit
16,64,fit
16,66,fit
16,154,fit
16,29,fit
16,86,fit
16,44,fit
16,163,fit
16,63,fit
16,161,fit
16,145,fit
16,0,fit
16,23,fit
16,167,fit
16,142,fit
16,127,fit
16,103,fit
16,21,fit
16,54,fit
16,25,fit
16,57,fit
16,73,fit
16,133,fit
16,113,fit
16,26,fit
16,139,fit
16,71,fit
16,117,fit
16,30,fit
16,41,fit
16,59,fit
16,149,fit
16,7,fit
16,141,fit
16,164,fit
16,174,fit
16,89,fit
16,17,fit
16,108,fit
16,72,fit
16,107,fit
16,9,fit
16,90,fit
16,88,inner_val
16,95,inner_val
16,121,inner_val
16,37,inner_val
16,11,inner_val
16,125,inner_val
16,47,inner_val
16,3,inner_val
16,143,inner_val
16,68,inner_val
16,91,inner_val
16,74,inner_val
16,137,inner_val
16,28,inner_val
16,104,inner_val
16,15,inner_val
16,168,inner_val
16,69,inner_val
16,160,inner_val
16,153,inner_val
16,152,inner_val
16,70,inner_val
16,106,inner_val
16,134,inner_val
16,1,outer_val
16,4,outer_val
16,16,outer_val
16,20,outer_val
16,22,outer_val
16,52,outer_val
16,81,outer_val
16,82,outer_val
16,93,outer_val
16,100,outer_val
16,101,outer_val
16,109,outer_val
16,110,outer_val
16,130,outer_val
16,144,outer_val
16,148,outer_val
16,151,outer_val
16,171,outer_val
17,41,fit
17,120,fit
17,8,fit
17,24,fit
17,174,fit
17,12,fit
17,146,fit
17,111,fit
17,106,fit
17,166,fit
17,94,fit
17,130,fit
17,158,fit
17,92,fit
17,107,fit
17,15,fit
17,91,fit
17,88,fit
17,96,fit
17,109,fit
17,134,fit
17,124,fit
17,0,fit
17,78,fit
17,100,fit
17,125,fit
17,143,fit
17,108,fit
17,104,fit
17,14,fit
17,73,fit
17,123,fit
17,18,fit
17,81,fit
17,164,fit
17,55,fit
17,29,fit
17,84,fit
17,82,fit
17,154,fit
17,34,fit
17,70,fit
17,176,fit
17,151,fit
17,138,fit
17,103,fit
17,140,fit
17,22,fit
17,127,fit
17,144,fit
17,116,fit
17,39,fit
17,53,fit
17,113,fit
17,63,fit
17,160,fit
17,47,fit
17,16,fit
17,98,fit
17,11,fit
17,32,fit
17,119,fit
17,77,fit
17,10,fit
17,26,fit
17,3,fit
17,75,fit
17,28,fit
17,152,fit
17,25,fit
17,40,fit
17,66,fit
17,56,fit
17,59,fit
17,35,fit
17,141,fit
17,17,fit
17,156,fit
17,30,fit
17,33,fit
17,135,fit
17,54,fit
17,131,fit
17,118,fit
17,157,fit
17,20,fit
17,137,fit
17,52,fit
17,128,fit
17,90,fit
17,122,fit
17,150,fit
17,114,fit
17,23,fit
17,86,fit
17,163,fit
17,76,fit
17,87,fit
17,49,fit
17,99,fit
17,175,fit
17,83,fit
17,38,fit
17,89,fit
17,161,fit
17,72,fit
17,19,fit
17,172,fit
17,97,fit
17,79,fit
17,85,fit
17,153,fit
17,165,fit
17,51,fit
17,149,fit
17,4,fit
17,6,fit
17,139,fit
17,133,fit
17,167,fit
17,171,fit
17,93,fit
17,117,fit
17,9,fit
17,159,fit
17,7,fit
17,110,fit
17,61,fit
17,145,fit
17,45,fit
17,95,fit
17,68,fit
17,80,fit
17,147,fit
17,121,fit
17,60,inner_val
17,1,inner_val
17,129,inner_val
17,126,inner_val
17,162,inner_val
17,42,inner_val
17,31,inner_val
17,58,inner_val
17,69,inner_val
17,64,inner_val
17,112,inner_val
17,148,inner_val
17,37,inner_val
17,101,inner_val
17,13,inner_val
17,48,inner_val
17,50,inner_val
17,132,inner_val
17,67,inner_val
17,71,inner_val
17,36,inner_val
17,21,inner_val
17,62,inner_val
17,168,inner_val
17,2,outer_val
17,5,outer_val
17,27,outer_val
17,43,outer_val
17,44,outer_val
17,46,outer_val
17,57,outer_val
17,65,outer_val
17,74,outer_val
17,102,outer_val
17,105,outer_val
17,115,outer_val
17,136,outer_val
17,142,outer_val
17,155,outer_val
17,169,outer_val
17,170,outer_val
17,173,outer_val
18,2,fit
18,68,fit
18,70,fit
18,154,fit
18,130,fit
18,143,fit
18,59,fit
18,109,fit
18,107,fit
18,43,fit
18,57,fit
18,79,fit
18,122,fit
18,83,fit
18,170,fit
18,129,fit
18,48,fit
18,149,fit
18,26,fit
18,100,fit
18,54,fit
18,75,fit
18,46,fit
18,16,fit
18,7,fit
18,98,fit
18,12,fit
18,104,fit
18,110,fit
18,173,fit
18,93,fit
18,112,fit
18,135,fit
18,17,fit
18,29,fit
18,134,fit
18,28,fit
18,19,fit
18,156,fit
18,8,fit
18,169,fit
18,73,fit
18,146,fit
18,67,fit
18,22,fit
18,128,fit
18,124,fit
18,90,fit
18,44,fit
18,171,fit
18,161,fit
18,97,fit
18,66,fit
18,136,fit
18,14,fit
18,127,fit
18,3,fit
18,6,fit
18,4,fit
18,117,fit
18,142,fit
18,61,fit
18,96,fit
18,162,fit
18,31,fit
18,114,fit
18,50,fit
18,91,fit
18,102,fit
18,56,fit
18,165,fit
18,125,fit
18,139,fit
18,163,fit
18,53,fit
18,148,fit
18,40,fit
18,131,fit
18,144,fit
18,41,fit
18,126,fit
18,20,fit
18,168,fit
18,160,fit
18,150,fit
18,72,fit
18,33,fit
18,157,fit
18,23,fit
18,52,fit
18,159,fit
18,176,fit
18,105,fit
18,120,fit
18,99,fit
18,55,fit
18,158,fit
18,27,fit
18,21,fit
18,88,fit
18,5,fit
18,145,fit
18,58,fit
18,81,fit
18,166,fit
18,113,fit
18,69,fit
18,35,fit
18,18,fit
18,172,fit
18,174,fit
18,151,fit
18,101,fit
18,147,fit
18,36,fit
18,115,fit
18,15,fit
18,24,fit
18,51,fit
18,11,fit
18,71,fit
18,45,fit
18,0,fit
18,74,fit
18,152,fit
18,30,fit
18,116,fit
18,133,fit
18,13,fit
18,64,fit
18,80,fit
18,32,fit
18,9,fit
18,123,fit
18,167,fit
18,49,fit
18,60,inner_val
18,106,inner_val
18,63,inner_val
18,164,inner_val
18,10,inner_val
18,37,inner_val
18,140,inner_val
18,39,inner_val
18,175,inner_val
18,94,inner_val
18,141,inner_val
18,82,inner_val
18,1,inner_val
18,155,inner_val
18,65,inner_val
18,89,inner_val
18,34,inner_val
18,132,inner_val
18,119,inner_val
18,95,inner_val
18,108,inner_val
18,42,inner_val
18,25,inner_val
18,85,inner_val
18,38,outer_val
18,47,outer_val
18,62,outer_val
18,76,outer_val
18,77,outer_val
18,78,outer_val
18,84,outer_val
18,86,outer_val
18,87,outer_val
18,92,outer_val
18,103,outer_val
18,111,outer_val
18,118,outer_val
18,121,outer_val
18,137,outer_val
18,138,outer_val
18,153,outer_val
19,121,fit
19,61,fit
19,12,fit
19,33,fit
19,91,fit
19,60,fit
19,25,fit
19,161,fit
19,54,fit
19,164,fit
19,157,fit
19,9,fit
19,70,fit
19,45,fit
19,47,fit
19,39,fit
19,146,fit
19,41,fit
19,108,fit
19,93,fit
19,125,fit
19,16,fit
19,15,fit
19,126,fit
19,27,fit
19,102,fit
19,71,fit
19,26,fit
19,114,fit
19,113,fit
19,80,fit
19,79,fit
19,37,fit
19,120,fit
19,172,fit
19,131,fit
19,38,fit
19,111,fit
19,74,fit
19,77,fit
19,72,fit
19,159,fit
19,112,fit
19,118,fit
19,169,fit
19,116,fit
19,117,fit
19,1,fit
19,127,fit
19,30,fit
19,122,fit
19,13,fit
19,166,fit
19,173,fit
19,17,fit
19,168,fit
19,57,fit
19,144,fit
19,136,fit
19,7,fit
19,83,fit
19,135,fit
19,156,fit
19,88,fit
19,51,fit
19,104,fit
19,160,fit
19,138,fit
19,155,fit
19,128,fit
19,82,fit
19,107,fit
19,101,fit
19,99,fit
19,94,fit
19,87,fit
19,158,fit
19,52,fit
19,34,fit
19,137,fit
19,85,fit
19,105,fit
19,56,fit
19,6,fit
19,84,fit
19,115,fit
19,139,fit
19,28,fit
19,67,fit
19,19,fit
19,22,fit
19,123,fit
19,55,fit
19,10,fit
19,171,fit
19,119,fit
19,20,fit
19,147,fit
19,124,fit
19,151,fit
19,3,fit
19,141,fit
19,63,fit
19,100,fit
19,42,fit
19,110,fit
19,50,fit
19,106,fit
19,4,fit
19,130,fit
19,46,fit
19,154,fit
19,49,fit
19,175,fit
19,89,fit
19,5,fit
19,103,fit
19,0,fit
19,14,fit
19,2,fit
19,58,fit
19,109,fit
19,53,fit
19,21,fit
19,167,fit
19,148,fit
19,59,fit
19,31,fit
19,140,fit
19,48,fit
19,81,fit
19,76,fit
19,170,fit
19,95,fit
19,90,fit
19,73,fit
19,176,inner_val
19,153,inner_val
19,32,inner_val
19,68,inner_val
19,44,inner_val
19,78,inner_val
19,132,inner_val
19,92,inner_val
19,24,inner_val
19,65,inner_val
19,143,inner_val
19,142,inner_val
19,96,inner_val
19,62,inner_val
19,152,inner_val
19,97,inner_val
19,86,inner_val
19,165,inner_val
19,69,inner_val
19,150,inner_val
19,35,inner_val
19,43,inner_val
19,66,inner_val
19,23,inner_val
19,8,outer_val
19,11,outer_val
19,18,outer_val
19,29,outer_val
19,36,outer_val
19,40,outer_val
19,64,outer_val
19,75,outer_val
19,98,outer_val
19,129,outer_val
19,133,outer_val
19,134,outer_val
19,145,outer_val
19,149,outer_val
19,162,outer_val
19,163,outer_val
19,174,outer_val
20,15,fit
20,125,fit
20,99,fit
20,64,fit
20,56,fit
20,86,fit
20,44,fit
20,168,fit
20,30,fit
20,7,fit
20,10,fit
20,136,fit
20,150,fit
20,83,fit
20,70,fit
20,171,fit
20,36,fit
20,28,fit
20,114,fit
20,153,fit
20,79,fit
20,104,fit
20,134,fit
20,48,fit
20,96,fit
20,81,fit
20,118,fit
20,170,fit
20,74,fit
20,88,fit
20,34,fit
20,141,fit
20,87,fit
20,93,fit
20,57,fit
20,121,fit
20,68,fit
20,41,fit
20,43,fit
20,163,fit
20,176,fit
20,130,fit
20,17,fit
20,147,fit
20,63,fit
20,69,fit
20,128,fit
20,22,fit
20,77,fit
20,25,fit
20,78,fit
20,160,fit
20,71,fit
20,4,fit
20,23,fit
20,75,fit
20,113,fit
20,24,fit
20,80,fit
20,14,fit
20,116,fit
20,33,fit
20,12,fit
20,72,fit
20,84,fit
20,6,fit
20,91,fit
20,47,fit
20,27,fit
20,120,fit
20,144,fit
20,115,fit
20,166,fit
20,137,fit
20,107,fit
20,11,fit
20,123,fit
20,110,fit
20,172,fit
20,159,fit
20,132,fit
20,127,fit
20,2,fit
20,106,fit
20,73,fit
20,38,fit
20,61,fit
20,135,fit
20,157,fit
20,52,fit
20,155,fit
20,102,fit
20,42,fit
20,62,fit
20,58,fit
20,89,fit
20,54,fit
20,55,fit
20,1,fit
20,164,fit
20,105,fit
20,142,fit
20,146,fit
20,131,fit
20,174,fit
20,76,fit
20,3,fit
20,16,fit
20,158,fit
20,45,fit
20,169,fit
20,66,fit
20,112,fit
20,9,fit
20,85,fit
20,133,fit
20,101,fit
20,59,fit
20,173,fit
20,40,fit
20,18,fit
20,0,fit
20,109,fit
20,46,fit
20,51,fit
20,129,fit
20,8,fit
20,103,fit
20,162,fit
20,5,fit
20,37,fit
20,29,fit
20,65,fit
20,161,fit
20,126,fit
20,60,fit
20,95,inner_val
20,35,inner_val
20,111,inner_val
20,97,inner_val
20,13,inner_val
20,67,inner_val
20,175,inner_val
20,145,inner_val
20,108,inner_val
20,31,inner_val
20,148,inner_val
20,19,inner_val
20,138,inner_val
20,165,inner_val
20,124,inner_val
20,98,inner_val
20,151,inner_val
20,92,inner_val
20,149,inner_val
20,156,inner_val
20,100,inner_val
20,90,inner_val
20,20,inner_val
20,82,inner_val
20,21,outer_val
20,26,outer_val
20,32,outer_val
20,39,outer_val
20,49,outer_val
20,50,outer_val
20,53,outer_val
20,94,outer_val
20,117,outer_val
20,119,outer_val
20,122,outer_val
20,139,outer_val
20,140,outer_val
20,143,outer_val
20,152,outer_val
20,154,outer_val
20,167,outer_val
21,146,fit
21,119,fit
21,167,fit
21,12,fit
21,91,fit
21,57,fit
21,84,fit
21,162,fit
21,133,fit
21,26,fit
21,79,fit
21,0,fit
21,108,fit
21,13,fit
21,38,fit
21,176,fit
21,6,fit
21,49,fit
21,132,fit
21,110,fit
21,145,fit
21,121,fit
21,70,fit
21,151,fit
21,172,fit
21,21,fit
21,142,fit
21,32,fit
21,106,fit
21,163,fit
21,143,fit
21,82,fit
21,33,fit
21,46,fit
21,107,fit
21,114,fit
21,159,fit
21,88,fit
21,73,fit
21,27,fit
21,34,fit
21,90,fit
21,69,fit
21,101,fit
21,166,fit
21,157,fit
21,102,fit
21,104,fit
21,118,fit
21,76,fit
21,45,fit
21,11,fit
21,105,fit
21,74,fit
21,17,fit
21,16,fit
21,109,fit
21,20,fit
21,51,fit
21,100,fit
21,3,fit
21,152,fit
21,66,fit
21,80,fit
21,56,fit
21,7,fit
21,55,fit
21,64,fit
21,140,fit
21,85,fit
21,148,fit
21,165,fit
21,71,fit
21,54,fit
21,168,fit
21,81,fit
21,68,fit
21,59,fit
21,160,fit
21,10,fit
21,9,fit
21,15,fit
21,164,fit
21,36,fit
21,123,fit
21,144,fit
21,135,fit
21,22,fit
21,77,fit
21,122,fit
21,48,fit
21,150,fit
21,158,fit
21,154,fit
21,31,fit
21,43,fit
21,19,fit
21,174,fit
21,92,fit
21,153,fit
21,139,fit
21,63,fit
21,137,fit
21,170,fit
21,138,fit
21,130,fit
21,62,fit
21,78,fit
21,112,fit
21,30,fit
21,47,fit
21,126,fit
21,52,fit
21,103,fit
21,86,fit
21,99,fit
21,113,fit
21,131,fit
21,97,fit
21,161,fit
21,65,fit
21,40,fit
21,83,fit
21,89,fit
21,95,fit
21,25,fit
21,134,fit
21,173,fit
21,4,fit
21,117,fit
21,171,fit
21,127,fit
21,29,fit
21,67,fit
21,94,fit
21,39,inner_val
21,87,inner_val
21,116,inner_val
21,93,inner_val
21,58,inner_val
21,128,inner_val
21,149,inner_val
21,129,inner_val
21,24,inner_val
21,72,inner_val
21,8,inner_val
21,60,inner_val
21,141,inner_val
21,23,inner_val
21,35,inner_val
21,136,inner_val
21,18,inner_val
21,1,inner_val
21,5,inner_val
21,120,inner_val
21,169,inner_val
21,61,inner_val
21,155,inner_val
21,50,inner_val
21,2,outer_val
21,14,outer_val
21,28,outer_val
21,37,outer_val
21,41,outer_val
21,42,outer_val
21,44,outer_val
21,53,outer_val
21,75,outer_val
21,96,outer_val
21,98,outer_val
21,111,outer_val
21,115,outer_val
21,124,outer_val
21,125,outer_val
21,147,outer_val
21,156,outer_val
21,175,outer_val
22,92,fit
22,134,fit
22,87,fit
22,175,fit
22,58,fit
22,159,fit
22,43,fit
22,59,fit
22,150,fit
22,25,fit
22,174,fit
22,47,fit
22,56,fit
22,45,fit
22,60,fit
22,162,fit
22,89,fit
22,5,fit
22,68,fit
22,78,fit
22,2,fit
22,38,fit
22,113,fit
22,83,fit
22,50,fit
22,172,fit
22,100,fit
22,82,fit
